Year,Date,CPI component,pct_change
2005,2005-11-01,Catering services,74.4
2005,2005-11-01,Accommodation services,80
2005,2005-11-01,Personal care,86.4
2005,2005-11-01,Personal effects n.e.c.,74.7
2005,2005-11-01,Social protection,70.3
2005,2005-11-01,Insurance,60.1
2005,2005-11-01,Financial services n.e.c.,110.5
2005,2005-11-01,Other services nec,76.2
2005,2005-12-01,Cpi index 00: all items,78.9
2005,2005-12-01,Food,71.9
2005,2005-12-01,Non-alcoholic beverages,72.4
2005,2005-12-01,Alcoholic beverages,79.2
2005,2005-12-01,Tobacco,53.7
2005,2005-12-01,Clothing,121.7
2005,2005-12-01,Footwear including repairs,117.8
2005,2005-12-01,Actual rents for housing,78
2005,2005-12-01,Regular maintenance and repair of the dwelling,76.7
2005,2005-12-01,Water supply and misc. services for the dwelling,67.9
2005,2005-12-01,"Electricity, gas and other fuels",50.8
2005,2005-12-01,"Furniture, furnishings and carpets",88.2
2005,2005-12-01,Household textiles,102.1
2005,2005-12-01,"Household appliances, fitting and repairs",92.3
2005,2005-12-01,"Glassware, tableware and household utensils",86
2005,2005-12-01,Tools and equipment for house and garden,73.7
2005,2005-12-01,Goods and services for routine maintenance,75.2
2005,2005-12-01,Medical products appliances and equipment,89
2005,2005-12-01,Out-patient services:,79.9
2005,2005-12-01,Hospital services,61.1
2005,2005-12-01,Purchase of vehicles,97.6
2005,2005-12-01,Operation of personal transport equipment,75.4
2005,2005-12-01,Transport services,55.1
2005,2005-12-01,Postal services,44.7
2005,2005-12-01,Audio-visual equipment and related products,237.3
2005,2005-12-01,Other major durables for recreation and culture,79.9
2005,2005-12-01,Other recreational items and equipment gardens & pets,101.4
2005,2005-12-01,Recreational and cultural services,71.5
2005,2005-12-01,"Books, newspapers and stationery",72.8
2005,2005-12-01,Package holiday,76.5
2005,2005-12-01,Cpi index 10.4 tertiary education,NA
2005,2005-12-01,Catering services,74.5
2005,2005-12-01,Accommodation services,80.3
2005,2005-12-01,Personal care,86.5
2005,2005-12-01,Personal effects n.e.c.,74.7
2005,2005-12-01,Social protection,70.4
2005,2005-12-01,Insurance,59.7
2005,2005-12-01,Financial services n.e.c.,110.5
2005,2005-12-01,Other services nec,76.6
2006,2006-01-01,Cpi index 00: all items,78.5
2006,2006-01-01,Food,71.6
2006,2006-01-01,Non-alcoholic beverages,72.5
2006,2006-01-01,Alcoholic beverages,80.6
2006,2006-01-01,Tobacco,53.7
2006,2006-01-01,Clothing,116.4
2006,2006-01-01,Footwear including repairs,114.9
2006,2006-01-01,Actual rents for housing,78.1
2006,2006-01-01,Regular maintenance and repair of the dwelling,77.3
2006,2006-01-01,Water supply and misc. services for the dwelling,67.9
2006,2006-01-01,"Electricity, gas and other fuels",51.3
2006,2006-01-01,"Furniture, furnishings and carpets",81.1
2006,2006-01-01,Household textiles,95.8
2006,2006-01-01,"Household appliances, fitting and repairs",90.3
2006,2006-01-01,"Glassware, tableware and household utensils",82.8
2006,2006-01-01,Tools and equipment for house and garden,74.2
2006,2006-01-01,Goods and services for routine maintenance,75.2
2006,2006-01-01,Medical products appliances and equipment,89.5
2006,2006-01-01,Out-patient services:,80.5
2006,2006-01-01,Hospital services,61.5
2006,2006-01-01,Purchase of vehicles,98.1
2006,2006-01-01,Operation of personal transport equipment,76.5
2006,2006-01-01,Transport services,54.2
2006,2006-01-01,Postal services,44.7
2006,2006-01-01,Audio-visual equipment and related products,236.5
2006,2006-01-01,Other major durables for recreation and culture,78.6
2006,2006-01-01,Other recreational items and equipment gardens & pets,99.6
2006,2006-01-01,Recreational and cultural services,70.8
2006,2006-01-01,"Books, newspapers and stationery",72.6
2006,2006-01-01,Package holiday,76.3
2006,2006-01-01,Cpi index 10.4 tertiary education,NA
2006,2006-01-01,Catering services,74.6
2006,2006-01-01,Accommodation services,80.6
2006,2006-01-01,Personal care,87.2
2006,2006-01-01,Personal effects n.e.c.,73.1
2006,2006-01-01,Social protection,71.1
2006,2006-01-01,Insurance,59.7
2006,2006-01-01,Financial services n.e.c.,111.1
2006,2006-01-01,Other services nec,77.5
2006,2006-02-01,Cpi index 00: all items,78.8
2006,2006-02-01,Food,72.1
2006,2006-02-01,Non-alcoholic beverages,73.1
2006,2006-02-01,Alcoholic beverages,80.2
2006,2006-02-01,Tobacco,53.7
2006,2006-02-01,Clothing,116.2
2006,2006-02-01,Footwear including repairs,115.2
2006,2006-02-01,Actual rents for housing,78.2
2006,2006-02-01,Regular maintenance and repair of the dwelling,77.2
2006,2006-02-01,Water supply and misc. services for the dwelling,67.9
2006,2006-02-01,"Electricity, gas and other fuels",51.7
2006,2006-02-01,"Furniture, furnishings and carpets",81.5
2006,2006-02-01,Household textiles,98.6
2006,2006-02-01,"Household appliances, fitting and repairs",89.9
2006,2006-02-01,"Glassware, tableware and household utensils",83.2
2006,2006-02-01,Tools and equipment for house and garden,74.4
2006,2006-02-01,Goods and services for routine maintenance,75.9
2006,2006-02-01,Medical products appliances and equipment,89.6
2006,2006-02-01,Out-patient services:,80.7
2006,2006-02-01,Hospital services,61.6
2006,2006-02-01,Purchase of vehicles,98.1
2006,2006-02-01,Operation of personal transport equipment,76.8
2006,2006-02-01,Transport services,54.2
2006,2006-02-01,Postal services,44.7
2006,2006-02-01,Audio-visual equipment and related products,232.6
2006,2006-02-01,Other major durables for recreation and culture,78.7
2006,2006-02-01,Other recreational items and equipment gardens & pets,102.5
2006,2006-02-01,Recreational and cultural services,70.8
2006,2006-02-01,"Books, newspapers and stationery",74.3
2006,2006-02-01,Package holiday,76.5
2006,2006-02-01,Cpi index 10.4 tertiary education,NA
2006,2006-02-01,Catering services,74.8
2006,2006-02-01,Accommodation services,81.4
2006,2006-02-01,Personal care,87.5
2006,2006-02-01,Personal effects n.e.c.,74.4
2006,2006-02-01,Social protection,71.1
2006,2006-02-01,Insurance,58.6
2006,2006-02-01,Financial services n.e.c.,111
2006,2006-02-01,Other services nec,77.7
2006,2006-03-01,Cpi index 00: all items,78.9
2006,2006-03-01,Food,71.6
2006,2006-03-01,Non-alcoholic beverages,72.6
2006,2006-03-01,Alcoholic beverages,80.7
2006,2006-03-01,Tobacco,53.8
2006,2006-03-01,Clothing,117.1
2006,2006-03-01,Footwear including repairs,115.5
2006,2006-03-01,Actual rents for housing,78.2
2006,2006-03-01,Regular maintenance and repair of the dwelling,77.3
2006,2006-03-01,Water supply and misc. services for the dwelling,67.9
2006,2006-03-01,"Electricity, gas and other fuels",53.1
2006,2006-03-01,"Furniture, furnishings and carpets",85.2
2006,2006-03-01,Household textiles,98.7
2006,2006-03-01,"Household appliances, fitting and repairs",87.2
2006,2006-03-01,"Glassware, tableware and household utensils",83.8
2006,2006-03-01,Tools and equipment for house and garden,74.7
2006,2006-03-01,Goods and services for routine maintenance,76.2
2006,2006-03-01,Medical products appliances and equipment,89.4
2006,2006-03-01,Out-patient services:,80.8
2006,2006-03-01,Hospital services,61.6
2006,2006-03-01,Purchase of vehicles,98.1
2006,2006-03-01,Operation of personal transport equipment,76.9
2006,2006-03-01,Transport services,54.2
2006,2006-03-01,Postal services,44.7
2006,2006-03-01,Audio-visual equipment and related products,227.8
2006,2006-03-01,Other major durables for recreation and culture,78.7
2006,2006-03-01,Other recreational items and equipment gardens & pets,101.9
2006,2006-03-01,Recreational and cultural services,70.9
2006,2006-03-01,"Books, newspapers and stationery",74.1
2006,2006-03-01,Package holiday,76.5
2006,2006-03-01,Cpi index 10.4 tertiary education,NA
2006,2006-03-01,Catering services,75
2006,2006-03-01,Accommodation services,81.6
2006,2006-03-01,Personal care,87.6
2006,2006-03-01,Personal effects n.e.c.,74.7
2006,2006-03-01,Social protection,71.2
2006,2006-03-01,Insurance,59.6
2006,2006-03-01,Financial services n.e.c.,111.1
2006,2006-03-01,Other services nec,77.7
2006,2006-04-01,Cpi index 00: all items,79.4
2006,2006-04-01,Food,71.4
2006,2006-04-01,Non-alcoholic beverages,73.2
2006,2006-04-01,Alcoholic beverages,81
2006,2006-04-01,Tobacco,54.7
2006,2006-04-01,Clothing,117
2006,2006-04-01,Footwear including repairs,115.3
2006,2006-04-01,Actual rents for housing,79.3
2006,2006-04-01,Regular maintenance and repair of the dwelling,77.6
2006,2006-04-01,Water supply and misc. services for the dwelling,71.6
2006,2006-04-01,"Electricity, gas and other fuels",55.7
2006,2006-04-01,"Furniture, furnishings and carpets",82.2
2006,2006-04-01,Household textiles,97.3
2006,2006-04-01,"Household appliances, fitting and repairs",87.2
2006,2006-04-01,"Glassware, tableware and household utensils",83.9
2006,2006-04-01,Tools and equipment for house and garden,74.3
2006,2006-04-01,Goods and services for routine maintenance,76.4
2006,2006-04-01,Medical products appliances and equipment,89.7
2006,2006-04-01,Out-patient services:,81.1
2006,2006-04-01,Hospital services,63.2
2006,2006-04-01,Purchase of vehicles,98.1
2006,2006-04-01,Operation of personal transport equipment,78.4
2006,2006-04-01,Transport services,55.7
2006,2006-04-01,Postal services,47.8
2006,2006-04-01,Audio-visual equipment and related products,225.1
2006,2006-04-01,Other major durables for recreation and culture,79.7
2006,2006-04-01,Other recreational items and equipment gardens & pets,100.4
2006,2006-04-01,Recreational and cultural services,73.3
2006,2006-04-01,"Books, newspapers and stationery",74
2006,2006-04-01,Package holiday,77
2006,2006-04-01,Cpi index 10.4 tertiary education,NA
2006,2006-04-01,Catering services,75.2
2006,2006-04-01,Accommodation services,81.6
2006,2006-04-01,Personal care,88.3
2006,2006-04-01,Personal effects n.e.c.,74.8
2006,2006-04-01,Social protection,71.6
2006,2006-04-01,Insurance,60.4
2006,2006-04-01,Financial services n.e.c.,112.6
2006,2006-04-01,Other services nec,78.2
2006,2006-05-01,Cpi index 00: all items,79.9
2006,2006-05-01,Food,72.4
2006,2006-05-01,Non-alcoholic beverages,74.2
2006,2006-05-01,Alcoholic beverages,80.8
2006,2006-05-01,Tobacco,54.9
2006,2006-05-01,Clothing,117.9
2006,2006-05-01,Footwear including repairs,116.2
2006,2006-05-01,Actual rents for housing,79.4
2006,2006-05-01,Regular maintenance and repair of the dwelling,77.3
2006,2006-05-01,Water supply and misc. services for the dwelling,71.6
2006,2006-05-01,"Electricity, gas and other fuels",58.4
2006,2006-05-01,"Furniture, furnishings and carpets",83.1
2006,2006-05-01,Household textiles,98.6
2006,2006-05-01,"Household appliances, fitting and repairs",88
2006,2006-05-01,"Glassware, tableware and household utensils",84.2
2006,2006-05-01,Tools and equipment for house and garden,74
2006,2006-05-01,Goods and services for routine maintenance,76.6
2006,2006-05-01,Medical products appliances and equipment,89.8
2006,2006-05-01,Out-patient services:,82.4
2006,2006-05-01,Hospital services,63.3
2006,2006-05-01,Purchase of vehicles,98.2
2006,2006-05-01,Operation of personal transport equipment,79.8
2006,2006-05-01,Transport services,54.8
2006,2006-05-01,Postal services,47.8
2006,2006-05-01,Audio-visual equipment and related products,222.9
2006,2006-05-01,Other major durables for recreation and culture,79.8
2006,2006-05-01,Other recreational items and equipment gardens & pets,100.2
2006,2006-05-01,Recreational and cultural services,73.1
2006,2006-05-01,"Books, newspapers and stationery",74.1
2006,2006-05-01,Package holiday,77.1
2006,2006-05-01,Cpi index 10.4 tertiary education,NA
2006,2006-05-01,Catering services,75.6
2006,2006-05-01,Accommodation services,82.2
2006,2006-05-01,Personal care,88.3
2006,2006-05-01,Personal effects n.e.c.,75.8
2006,2006-05-01,Social protection,71.9
2006,2006-05-01,Insurance,59.7
2006,2006-05-01,Financial services n.e.c.,112.6
2006,2006-05-01,Other services nec,78.6
2006,2006-06-01,Cpi index 00: all items,80.1
2006,2006-06-01,Food,73
2006,2006-06-01,Non-alcoholic beverages,74.5
2006,2006-06-01,Alcoholic beverages,81.3
2006,2006-06-01,Tobacco,55.7
2006,2006-06-01,Clothing,117.3
2006,2006-06-01,Footwear including repairs,115.6
2006,2006-06-01,Actual rents for housing,79.5
2006,2006-06-01,Regular maintenance and repair of the dwelling,77.6
2006,2006-06-01,Water supply and misc. services for the dwelling,71.6
2006,2006-06-01,"Electricity, gas and other fuels",59.7
2006,2006-06-01,"Furniture, furnishings and carpets",84.7
2006,2006-06-01,Household textiles,98.7
2006,2006-06-01,"Household appliances, fitting and repairs",87.4
2006,2006-06-01,"Glassware, tableware and household utensils",84.7
2006,2006-06-01,Tools and equipment for house and garden,74.3
2006,2006-06-01,Goods and services for routine maintenance,77.1
2006,2006-06-01,Medical products appliances and equipment,89.4
2006,2006-06-01,Out-patient services:,82.1
2006,2006-06-01,Hospital services,63.6
2006,2006-06-01,Purchase of vehicles,98.1
2006,2006-06-01,Operation of personal transport equipment,79.6
2006,2006-06-01,Transport services,55.2
2006,2006-06-01,Postal services,47.8
2006,2006-06-01,Audio-visual equipment and related products,221.1
2006,2006-06-01,Other major durables for recreation and culture,79.8
2006,2006-06-01,Other recreational items and equipment gardens & pets,100
2006,2006-06-01,Recreational and cultural services,73.1
2006,2006-06-01,"Books, newspapers and stationery",74.7
2006,2006-06-01,Package holiday,76.7
2006,2006-06-01,Cpi index 10.4 tertiary education,NA
2006,2006-06-01,Catering services,75.7
2006,2006-06-01,Accommodation services,82
2006,2006-06-01,Personal care,88.5
2006,2006-06-01,Personal effects n.e.c.,76.3
2006,2006-06-01,Social protection,72.5
2006,2006-06-01,Insurance,60.7
2006,2006-06-01,Financial services n.e.c.,112.8
2006,2006-06-01,Other services nec,79
2006,2006-07-01,Cpi index 00: all items,80
2006,2006-07-01,Food,73.2
2006,2006-07-01,Non-alcoholic beverages,74.4
2006,2006-07-01,Alcoholic beverages,80.8
2006,2006-07-01,Tobacco,55.7
2006,2006-07-01,Clothing,111.4
2006,2006-07-01,Footwear including repairs,113.2
2006,2006-07-01,Actual rents for housing,80
2006,2006-07-01,Regular maintenance and repair of the dwelling,77.7
2006,2006-07-01,Water supply and misc. services for the dwelling,71.6
2006,2006-07-01,"Electricity, gas and other fuels",60.4
2006,2006-07-01,"Furniture, furnishings and carpets",81.8
2006,2006-07-01,Household textiles,95.3
2006,2006-07-01,"Household appliances, fitting and repairs",88.4
2006,2006-07-01,"Glassware, tableware and household utensils",82.1
2006,2006-07-01,Tools and equipment for house and garden,74.1
2006,2006-07-01,Goods and services for routine maintenance,76.9
2006,2006-07-01,Medical products appliances and equipment,89.2
2006,2006-07-01,Out-patient services:,82.4
2006,2006-07-01,Hospital services,64.5
2006,2006-07-01,Purchase of vehicles,98
2006,2006-07-01,Operation of personal transport equipment,80.5
2006,2006-07-01,Transport services,59
2006,2006-07-01,Postal services,47.8
2006,2006-07-01,Audio-visual equipment and related products,220.9
2006,2006-07-01,Other major durables for recreation and culture,80.3
2006,2006-07-01,Other recreational items and equipment gardens & pets,98.4
2006,2006-07-01,Recreational and cultural services,73.2
2006,2006-07-01,"Books, newspapers and stationery",75.1
2006,2006-07-01,Package holiday,76.9
2006,2006-07-01,Cpi index 10.4 tertiary education,NA
2006,2006-07-01,Catering services,75.9
2006,2006-07-01,Accommodation services,82.6
2006,2006-07-01,Personal care,87.8
2006,2006-07-01,Personal effects n.e.c.,75.5
2006,2006-07-01,Social protection,72.9
2006,2006-07-01,Insurance,61.6
2006,2006-07-01,Financial services n.e.c.,113.5
2006,2006-07-01,Other services nec,79.5
2006,2006-08-01,Cpi index 00: all items,80.4
2006,2006-08-01,Food,73.5
2006,2006-08-01,Non-alcoholic beverages,74.8
2006,2006-08-01,Alcoholic beverages,81.5
2006,2006-08-01,Tobacco,55.8
2006,2006-08-01,Clothing,114.3
2006,2006-08-01,Footwear including repairs,113.9
2006,2006-08-01,Actual rents for housing,80.2
2006,2006-08-01,Regular maintenance and repair of the dwelling,78.2
2006,2006-08-01,Water supply and misc. services for the dwelling,71.6
2006,2006-08-01,"Electricity, gas and other fuels",60.9
2006,2006-08-01,"Furniture, furnishings and carpets",82.5
2006,2006-08-01,Household textiles,96.8
2006,2006-08-01,"Household appliances, fitting and repairs",89.6
2006,2006-08-01,"Glassware, tableware and household utensils",83.3
2006,2006-08-01,Tools and equipment for house and garden,74.5
2006,2006-08-01,Goods and services for routine maintenance,77.2
2006,2006-08-01,Medical products appliances and equipment,89.8
2006,2006-08-01,Out-patient services:,82.7
2006,2006-08-01,Hospital services,64.5
2006,2006-08-01,Purchase of vehicles,97.9
2006,2006-08-01,Operation of personal transport equipment,80.8
2006,2006-08-01,Transport services,59.6
2006,2006-08-01,Postal services,47.8
2006,2006-08-01,Audio-visual equipment and related products,217
2006,2006-08-01,Other major durables for recreation and culture,80.3
2006,2006-08-01,Other recreational items and equipment gardens & pets,99.8
2006,2006-08-01,Recreational and cultural services,72.9
2006,2006-08-01,"Books, newspapers and stationery",74.9
2006,2006-08-01,Package holiday,77
2006,2006-08-01,Cpi index 10.4 tertiary education,NA
2006,2006-08-01,Catering services,76.1
2006,2006-08-01,Accommodation services,82.5
2006,2006-08-01,Personal care,88.6
2006,2006-08-01,Personal effects n.e.c.,77
2006,2006-08-01,Social protection,73
2006,2006-08-01,Insurance,61.2
2006,2006-08-01,Financial services n.e.c.,113.3
2006,2006-08-01,Other services nec,79.6
2006,2006-09-01,Cpi index 00: all items,80.5
2006,2006-09-01,Food,73.8
2006,2006-09-01,Non-alcoholic beverages,75.9
2006,2006-09-01,Alcoholic beverages,81.4
2006,2006-09-01,Tobacco,55.8
2006,2006-09-01,Clothing,116.8
2006,2006-09-01,Footwear including repairs,116
2006,2006-09-01,Actual rents for housing,80.1
2006,2006-09-01,Regular maintenance and repair of the dwelling,78.4
2006,2006-09-01,Water supply and misc. services for the dwelling,71.6
2006,2006-09-01,"Electricity, gas and other fuels",61.7
2006,2006-09-01,"Furniture, furnishings and carpets",84.3
2006,2006-09-01,Household textiles,97.1
2006,2006-09-01,"Household appliances, fitting and repairs",92.2
2006,2006-09-01,"Glassware, tableware and household utensils",84.2
2006,2006-09-01,Tools and equipment for house and garden,75
2006,2006-09-01,Goods and services for routine maintenance,77.2
2006,2006-09-01,Medical products appliances and equipment,90
2006,2006-09-01,Out-patient services:,82.8
2006,2006-09-01,Hospital services,64.6
2006,2006-09-01,Purchase of vehicles,97.9
2006,2006-09-01,Operation of personal transport equipment,78.4
2006,2006-09-01,Transport services,55.7
2006,2006-09-01,Postal services,50.6
2006,2006-09-01,Audio-visual equipment and related products,218.5
2006,2006-09-01,Other major durables for recreation and culture,80.3
2006,2006-09-01,Other recreational items and equipment gardens & pets,99
2006,2006-09-01,Recreational and cultural services,73.8
2006,2006-09-01,"Books, newspapers and stationery",75.6
2006,2006-09-01,Package holiday,76.8
2006,2006-09-01,Cpi index 10.4 tertiary education,NA
2006,2006-09-01,Catering services,76.2
2006,2006-09-01,Accommodation services,82.8
2006,2006-09-01,Personal care,88.8
2006,2006-09-01,Personal effects n.e.c.,77.4
2006,2006-09-01,Social protection,73.5
2006,2006-09-01,Insurance,61
2006,2006-09-01,Financial services n.e.c.,113.5
2006,2006-09-01,Other services nec,79.9
2006,2006-10-01,Cpi index 00: all items,80.6
2006,2006-10-01,Food,74.2
2006,2006-10-01,Non-alcoholic beverages,76.2
2006,2006-10-01,Alcoholic beverages,81.6
2006,2006-10-01,Tobacco,55.9
2006,2006-10-01,Clothing,117.2
2006,2006-10-01,Footwear including repairs,116
2006,2006-10-01,Actual rents for housing,80.2
2006,2006-10-01,Regular maintenance and repair of the dwelling,78.4
2006,2006-10-01,Water supply and misc. services for the dwelling,71.6
2006,2006-10-01,"Electricity, gas and other fuels",63.6
2006,2006-10-01,"Furniture, furnishings and carpets",82.5
2006,2006-10-01,Household textiles,95.8
2006,2006-10-01,"Household appliances, fitting and repairs",88.1
2006,2006-10-01,"Glassware, tableware and household utensils",84.3
2006,2006-10-01,Tools and equipment for house and garden,75.3
2006,2006-10-01,Goods and services for routine maintenance,77.8
2006,2006-10-01,Medical products appliances and equipment,90.2
2006,2006-10-01,Out-patient services:,83
2006,2006-10-01,Hospital services,65.2
2006,2006-10-01,Purchase of vehicles,97.9
2006,2006-10-01,Operation of personal transport equipment,76.5
2006,2006-10-01,Transport services,55
2006,2006-10-01,Postal services,50.6
2006,2006-10-01,Audio-visual equipment and related products,216.2
2006,2006-10-01,Other major durables for recreation and culture,80.4
2006,2006-10-01,Other recreational items and equipment gardens & pets,99.2
2006,2006-10-01,Recreational and cultural services,74.4
2006,2006-10-01,"Books, newspapers and stationery",75.3
2006,2006-10-01,Package holiday,76.9
2006,2006-10-01,Cpi index 10.4 tertiary education,NA
2006,2006-10-01,Catering services,76.5
2006,2006-10-01,Accommodation services,83.4
2006,2006-10-01,Personal care,88.9
2006,2006-10-01,Personal effects n.e.c.,77.4
2006,2006-10-01,Social protection,73.8
2006,2006-10-01,Insurance,61
2006,2006-10-01,Financial services n.e.c.,114
2006,2006-10-01,Other services nec,80.6
2006,2006-11-01,Cpi index 00: all items,80.8
2006,2006-11-01,Food,75
2006,2006-11-01,Non-alcoholic beverages,75.8
2006,2006-11-01,Alcoholic beverages,80.6
2006,2006-11-01,Tobacco,55.9
2006,2006-11-01,Clothing,118
2006,2006-11-01,Footwear including repairs,116.1
2006,2006-11-01,Actual rents for housing,80.4
2006,2006-11-01,Regular maintenance and repair of the dwelling,78.6
2006,2006-11-01,Water supply and misc. services for the dwelling,71.6
2006,2006-11-01,"Electricity, gas and other fuels",65
2006,2006-11-01,"Furniture, furnishings and carpets",83.6
2006,2006-11-01,Household textiles,97.8
2006,2006-11-01,"Household appliances, fitting and repairs",88
2006,2006-11-01,"Glassware, tableware and household utensils",85
2006,2006-11-01,Tools and equipment for house and garden,75.2
2006,2006-11-01,Goods and services for routine maintenance,77.8
2006,2006-11-01,Medical products appliances and equipment,89.9
2006,2006-11-01,Out-patient services:,83.3
2006,2006-11-01,Hospital services,65.3
2006,2006-11-01,Purchase of vehicles,97.9
2006,2006-11-01,Operation of personal transport equipment,76.6
2006,2006-11-01,Transport services,54
2006,2006-11-01,Postal services,50.6
2006,2006-11-01,Audio-visual equipment and related products,217.5
2006,2006-11-01,Other major durables for recreation and culture,80.3
2006,2006-11-01,Other recreational items and equipment gardens & pets,99
2006,2006-11-01,Recreational and cultural services,74.3
2006,2006-11-01,"Books, newspapers and stationery",75.7
2006,2006-11-01,Package holiday,77.2
2006,2006-11-01,Cpi index 10.4 tertiary education,NA
2006,2006-11-01,Catering services,76.8
2006,2006-11-01,Accommodation services,82.9
2006,2006-11-01,Personal care,88.8
2006,2006-11-01,Personal effects n.e.c.,77.3
2006,2006-11-01,Social protection,74.1
2006,2006-11-01,Insurance,61.7
2006,2006-11-01,Financial services n.e.c.,113.2
2006,2006-11-01,Other services nec,80.7
2006,2006-12-01,Cpi index 00: all items,81.3
2006,2006-12-01,Food,75.2
2006,2006-12-01,Non-alcoholic beverages,76.2
2006,2006-12-01,Alcoholic beverages,79.8
2006,2006-12-01,Tobacco,55.9
2006,2006-12-01,Clothing,116.6
2006,2006-12-01,Footwear including repairs,113.8
2006,2006-12-01,Actual rents for housing,80.5
2006,2006-12-01,Regular maintenance and repair of the dwelling,79.2
2006,2006-12-01,Water supply and misc. services for the dwelling,71.6
2006,2006-12-01,"Electricity, gas and other fuels",66.1
2006,2006-12-01,"Furniture, furnishings and carpets",89.9
2006,2006-12-01,Household textiles,97.8
2006,2006-12-01,"Household appliances, fitting and repairs",88
2006,2006-12-01,"Glassware, tableware and household utensils",85.2
2006,2006-12-01,Tools and equipment for house and garden,75.4
2006,2006-12-01,Goods and services for routine maintenance,78
2006,2006-12-01,Medical products appliances and equipment,90.1
2006,2006-12-01,Out-patient services:,83.3
2006,2006-12-01,Hospital services,65.3
2006,2006-12-01,Purchase of vehicles,97.8
2006,2006-12-01,Operation of personal transport equipment,77.6
2006,2006-12-01,Transport services,56.9
2006,2006-12-01,Postal services,50.6
2006,2006-12-01,Audio-visual equipment and related products,219.4
2006,2006-12-01,Other major durables for recreation and culture,80.3
2006,2006-12-01,Other recreational items and equipment gardens & pets,99.5
2006,2006-12-01,Recreational and cultural services,74.6
2006,2006-12-01,"Books, newspapers and stationery",76.2
2006,2006-12-01,Package holiday,77.2
2006,2006-12-01,Cpi index 10.4 tertiary education,NA
2006,2006-12-01,Catering services,77
2006,2006-12-01,Accommodation services,82.9
2006,2006-12-01,Personal care,88.3
2006,2006-12-01,Personal effects n.e.c.,77.3
2006,2006-12-01,Social protection,74.3
2006,2006-12-01,Insurance,61.3
2006,2006-12-01,Financial services n.e.c.,113.2
2006,2006-12-01,Other services nec,81
2007,2007-01-01,Cpi index 00: all items,80.6
2007,2007-01-01,Food,74.5
2007,2007-01-01,Non-alcoholic beverages,75.2
2007,2007-01-01,Alcoholic beverages,80.8
2007,2007-01-01,Tobacco,56.8
2007,2007-01-01,Clothing,111.3
2007,2007-01-01,Footwear including repairs,111.9
2007,2007-01-01,Actual rents for housing,80.7
2007,2007-01-01,Regular maintenance and repair of the dwelling,79.9
2007,2007-01-01,Water supply and misc. services for the dwelling,71.6
2007,2007-01-01,"Electricity, gas and other fuels",66.2
2007,2007-01-01,"Furniture, furnishings and carpets",81.1
2007,2007-01-01,Household textiles,93.4
2007,2007-01-01,"Household appliances, fitting and repairs",86.5
2007,2007-01-01,"Glassware, tableware and household utensils",82.9
2007,2007-01-01,Tools and equipment for house and garden,75.4
2007,2007-01-01,Goods and services for routine maintenance,78.7
2007,2007-01-01,Medical products appliances and equipment,90.4
2007,2007-01-01,Out-patient services:,83.9
2007,2007-01-01,Hospital services,65.8
2007,2007-01-01,Purchase of vehicles,98.2
2007,2007-01-01,Operation of personal transport equipment,77.4
2007,2007-01-01,Transport services,55
2007,2007-01-01,Postal services,50.6
2007,2007-01-01,Audio-visual equipment and related products,214.9
2007,2007-01-01,Other major durables for recreation and culture,80
2007,2007-01-01,Other recreational items and equipment gardens & pets,99.5
2007,2007-01-01,Recreational and cultural services,73.8
2007,2007-01-01,"Books, newspapers and stationery",74
2007,2007-01-01,Package holiday,77.5
2007,2007-01-01,Cpi index 10.4 tertiary education,NA
2007,2007-01-01,Catering services,77.1
2007,2007-01-01,Accommodation services,83.1
2007,2007-01-01,Personal care,88.4
2007,2007-01-01,Personal effects n.e.c.,76.7
2007,2007-01-01,Social protection,75.1
2007,2007-01-01,Insurance,62.2
2007,2007-01-01,Financial services n.e.c.,113.3
2007,2007-01-01,Other services nec,81.4
2007,2007-02-01,Cpi index 00: all items,81
2007,2007-02-01,Food,75.1
2007,2007-02-01,Non-alcoholic beverages,76.7
2007,2007-02-01,Alcoholic beverages,81.3
2007,2007-02-01,Tobacco,57.1
2007,2007-02-01,Clothing,111
2007,2007-02-01,Footwear including repairs,112.7
2007,2007-02-01,Actual rents for housing,80.7
2007,2007-02-01,Regular maintenance and repair of the dwelling,80.3
2007,2007-02-01,Water supply and misc. services for the dwelling,71.6
2007,2007-02-01,"Electricity, gas and other fuels",66.5
2007,2007-02-01,"Furniture, furnishings and carpets",82.5
2007,2007-02-01,Household textiles,95.8
2007,2007-02-01,"Household appliances, fitting and repairs",87.4
2007,2007-02-01,"Glassware, tableware and household utensils",84.2
2007,2007-02-01,Tools and equipment for house and garden,75.7
2007,2007-02-01,Goods and services for routine maintenance,78.9
2007,2007-02-01,Medical products appliances and equipment,90.5
2007,2007-02-01,Out-patient services:,84
2007,2007-02-01,Hospital services,65.8
2007,2007-02-01,Purchase of vehicles,98.6
2007,2007-02-01,Operation of personal transport equipment,77.1
2007,2007-02-01,Transport services,56.9
2007,2007-02-01,Postal services,50.6
2007,2007-02-01,Audio-visual equipment and related products,211.2
2007,2007-02-01,Other major durables for recreation and culture,79.9
2007,2007-02-01,Other recreational items and equipment gardens & pets,99.4
2007,2007-02-01,Recreational and cultural services,74.2
2007,2007-02-01,"Books, newspapers and stationery",76.1
2007,2007-02-01,Package holiday,77.5
2007,2007-02-01,Cpi index 10.4 tertiary education,NA
2007,2007-02-01,Catering services,77.3
2007,2007-02-01,Accommodation services,83.5
