Year,Date,CPI component,pct_change
2009,2009-04-01,Alcoholic beverages,88.3
2009,2009-04-01,Tobacco,63.1
2009,2009-04-01,Clothing,95.8
2009,2009-04-01,Footwear including repairs,105.4
2009,2009-04-01,Actual rents for housing,86.1
2009,2009-04-01,Regular maintenance and repair of the dwelling,88.8
2009,2009-04-01,Water supply and misc. services for the dwelling,85.1
2009,2009-04-01,"Electricity, gas and other fuels",79.2
2009,2009-04-01,"Furniture, furnishings and carpets",90.8
2009,2009-04-01,Household textiles,93.6
2009,2009-04-01,"Household appliances, fitting and repairs",93.8
2009,2009-04-01,"Glassware, tableware and household utensils",88
2009,2009-04-01,Tools and equipment for house and garden,78
2009,2009-04-01,Goods and services for routine maintenance,87.1
2009,2009-04-01,Medical products appliances and equipment,92.6
2009,2009-04-01,Out-patient services:,89.6
2009,2009-04-01,Hospital services,73.7
2009,2009-04-01,Purchase of vehicles,95.9
2009,2009-04-01,Operation of personal transport equipment,85.9
2009,2009-04-01,Transport services,67.1
2009,2009-04-01,Postal services,63
2009,2009-04-01,Audio-visual equipment and related products,154.7
2009,2009-04-01,Other major durables for recreation and culture,84.6
2009,2009-04-01,Other recreational items and equipment gardens & pets,99.7
2009,2009-04-01,Recreational and cultural services,81.2
2009,2009-04-01,"Books, newspapers and stationery",81.9
2009,2009-04-01,Package holiday,85.3
2009,2009-04-01,Cpi index 10.4 tertiary education,NA
2009,2009-04-01,Catering services,83.9
2009,2009-04-01,Accommodation services,86.3
2009,2009-04-01,Personal care,94.5
2009,2009-04-01,Personal effects n.e.c.,84.6
2009,2009-04-01,Social protection,83.6
2009,2009-04-01,Insurance,68.8
2009,2009-04-01,Financial services n.e.c.,111.6
2009,2009-04-01,Other services nec,85.9
2009,2009-07-01,Cpi index 00: all items,86.9
2009,2009-07-01,Food,88.1
2009,2009-07-01,Non-alcoholic beverages,83.7
2009,2009-07-01,Alcoholic beverages,89
2009,2009-07-01,Tobacco,63.4
2009,2009-07-01,Clothing,93.4
2009,2009-07-01,Footwear including repairs,105.9
2009,2009-07-01,Actual rents for housing,86.7
2009,2009-07-01,Regular maintenance and repair of the dwelling,89.6
2009,2009-07-01,Water supply and misc. services for the dwelling,85.1
2009,2009-07-01,"Electricity, gas and other fuels",78.9
2009,2009-07-01,"Furniture, furnishings and carpets",89.8
2009,2009-07-01,Household textiles,92.9
2009,2009-07-01,"Household appliances, fitting and repairs",95.3
2009,2009-07-01,"Glassware, tableware and household utensils",88.2
2009,2009-07-01,Tools and equipment for house and garden,77.7
2009,2009-07-01,Goods and services for routine maintenance,87.6
2009,2009-07-01,Medical products appliances and equipment,93
2009,2009-07-01,Out-patient services:,90
2009,2009-07-01,Hospital services,75.8
2009,2009-07-01,Purchase of vehicles,99.4
2009,2009-07-01,Operation of personal transport equipment,88.6
2009,2009-07-01,Transport services,70.5
2009,2009-07-01,Postal services,63
2009,2009-07-01,Audio-visual equipment and related products,152.8
2009,2009-07-01,Other major durables for recreation and culture,85.5
2009,2009-07-01,Other recreational items and equipment gardens & pets,101.2
2009,2009-07-01,Recreational and cultural services,81.6
2009,2009-07-01,"Books, newspapers and stationery",82.8
2009,2009-07-01,Package holiday,86.9
2009,2009-07-01,Cpi index 10.4 tertiary education,NA
2009,2009-07-01,Catering services,84.3
2009,2009-07-01,Accommodation services,86.2
2009,2009-07-01,Personal care,94.5
2009,2009-07-01,Personal effects n.e.c.,84.9
2009,2009-07-01,Social protection,84.4
2009,2009-07-01,Insurance,69.4
2009,2009-07-01,Financial services n.e.c.,112.4
2009,2009-07-01,Other services nec,86.1
2009,2009-10-01,Cpi index 00: all items,87.6
2009,2009-10-01,Food,89
2009,2009-10-01,Non-alcoholic beverages,83.6
2009,2009-10-01,Alcoholic beverages,87.7
2009,2009-10-01,Tobacco,63.6
2009,2009-10-01,Clothing,95.6
2009,2009-10-01,Footwear including repairs,107.8
2009,2009-10-01,Actual rents for housing,86.8
2009,2009-10-01,Regular maintenance and repair of the dwelling,90.4
2009,2009-10-01,Water supply and misc. services for the dwelling,85.1
2009,2009-10-01,"Electricity, gas and other fuels",79.1
2009,2009-10-01,"Furniture, furnishings and carpets",92.8
2009,2009-10-01,Household textiles,94
2009,2009-10-01,"Household appliances, fitting and repairs",97.7
2009,2009-10-01,"Glassware, tableware and household utensils",90.7
2009,2009-10-01,Tools and equipment for house and garden,78.6
2009,2009-10-01,Goods and services for routine maintenance,87
2009,2009-10-01,Medical products appliances and equipment,92.9
2009,2009-10-01,Out-patient services:,90.4
2009,2009-10-01,Hospital services,76.6
2009,2009-10-01,Purchase of vehicles,101
2009,2009-10-01,Operation of personal transport equipment,90.2
2009,2009-10-01,Transport services,68.7
2009,2009-10-01,Postal services,63
2009,2009-10-01,Audio-visual equipment and related products,150.3
2009,2009-10-01,Other major durables for recreation and culture,85.9
2009,2009-10-01,Other recreational items and equipment gardens & pets,102
2009,2009-10-01,Recreational and cultural services,82.6
2009,2009-10-01,"Books, newspapers and stationery",82.4
2009,2009-10-01,Package holiday,88.1
2009,2009-10-01,Cpi index 10.4 tertiary education,NA
2009,2009-10-01,Catering services,84.7
2009,2009-10-01,Accommodation services,85.6
2009,2009-10-01,Personal care,95.1
2009,2009-10-01,Personal effects n.e.c.,86.8
2009,2009-10-01,Social protection,85.1
2009,2009-10-01,Insurance,72.3
2009,2009-10-01,Financial services n.e.c.,108.2
2009,2009-10-01,Other services nec,86.9
2010,2010-01-01,Cpi index 00: all items,88.2
2010,2010-01-01,Food,90.2
2010,2010-01-01,Non-alcoholic beverages,85.8
2010,2010-01-01,Alcoholic beverages,89.6
2010,2010-01-01,Tobacco,66.4
2010,2010-01-01,Clothing,91.2
2010,2010-01-01,Footwear including repairs,103.2
2010,2010-01-01,Actual rents for housing,86.8
2010,2010-01-01,Regular maintenance and repair of the dwelling,91.7
2010,2010-01-01,Water supply and misc. services for the dwelling,85.1
2010,2010-01-01,"Electricity, gas and other fuels",78.9
2010,2010-01-01,"Furniture, furnishings and carpets",91.8
2010,2010-01-01,Household textiles,93
2010,2010-01-01,"Household appliances, fitting and repairs",98.2
2010,2010-01-01,"Glassware, tableware and household utensils",90.7
2010,2010-01-01,Tools and equipment for house and garden,79.4
2010,2010-01-01,Goods and services for routine maintenance,87.7
2010,2010-01-01,Medical products appliances and equipment,93.1
2010,2010-01-01,Out-patient services:,90.8
2010,2010-01-01,Hospital services,77.5
2010,2010-01-01,Purchase of vehicles,101.6
2010,2010-01-01,Operation of personal transport equipment,93.4
2010,2010-01-01,Transport services,69.6
2010,2010-01-01,Postal services,63
2010,2010-01-01,Audio-visual equipment and related products,148.5
2010,2010-01-01,Other major durables for recreation and culture,88.2
2010,2010-01-01,Other recreational items and equipment gardens & pets,102.1
2010,2010-01-01,Recreational and cultural services,82.8
2010,2010-01-01,"Books, newspapers and stationery",84.1
2010,2010-01-01,Package holiday,89
2010,2010-01-01,Cpi index 10.4 tertiary education,NA
2010,2010-01-01,Catering services,85.6
2010,2010-01-01,Accommodation services,85
2010,2010-01-01,Personal care,96
2010,2010-01-01,Personal effects n.e.c.,86.4
2010,2010-01-01,Social protection,85.8
2010,2010-01-01,Insurance,75.5
2010,2010-01-01,Financial services n.e.c.,108
2010,2010-01-01,Other services nec,88.8
2010,2010-04-01,Cpi index 00: all items,89.3
2010,2010-04-01,Food,90.8
2010,2010-04-01,Non-alcoholic beverages,86.9
2010,2010-04-01,Alcoholic beverages,91.3
2010,2010-04-01,Tobacco,68.2
2010,2010-04-01,Clothing,94.7
2010,2010-04-01,Footwear including repairs,105.9
2010,2010-04-01,Actual rents for housing,87.5
2010,2010-04-01,Regular maintenance and repair of the dwelling,93.2
2010,2010-04-01,Water supply and misc. services for the dwelling,85
2010,2010-04-01,"Electricity, gas and other fuels",77.3
2010,2010-04-01,"Furniture, furnishings and carpets",93.1
2010,2010-04-01,Household textiles,94
2010,2010-04-01,"Household appliances, fitting and repairs",97.9
2010,2010-04-01,"Glassware, tableware and household utensils",91.5
2010,2010-04-01,Tools and equipment for house and garden,79.8
2010,2010-04-01,Goods and services for routine maintenance,87.9
2010,2010-04-01,Medical products appliances and equipment,92.9
2010,2010-04-01,Out-patient services:,91
2010,2010-04-01,Hospital services,78.1
2010,2010-04-01,Purchase of vehicles,102.3
2010,2010-04-01,Operation of personal transport equipment,96.7
2010,2010-04-01,Transport services,72.6
2010,2010-04-01,Postal services,66
2010,2010-04-01,Audio-visual equipment and related products,146.7
2010,2010-04-01,Other major durables for recreation and culture,88.5
2010,2010-04-01,Other recreational items and equipment gardens & pets,101.1
2010,2010-04-01,Recreational and cultural services,84
2010,2010-04-01,"Books, newspapers and stationery",85.4
2010,2010-04-01,Package holiday,89.8
2010,2010-04-01,Cpi index 10.4 tertiary education,NA
2010,2010-04-01,Catering services,86.6
2010,2010-04-01,Accommodation services,87.1
2010,2010-04-01,Personal care,97
2010,2010-04-01,Personal effects n.e.c.,87.9
2010,2010-04-01,Social protection,86.4
2010,2010-04-01,Insurance,80.1
2010,2010-04-01,Financial services n.e.c.,108.3
2010,2010-04-01,Other services nec,89.5
2010,2010-07-01,Cpi index 00: all items,89.6
2010,2010-07-01,Food,91.5
2010,2010-07-01,Non-alcoholic beverages,89
2010,2010-07-01,Alcoholic beverages,91.3
2010,2010-07-01,Tobacco,68
2010,2010-07-01,Clothing,92.2
2010,2010-07-01,Footwear including repairs,104.1
2010,2010-07-01,Actual rents for housing,87.7
2010,2010-07-01,Regular maintenance and repair of the dwelling,94.2
2010,2010-07-01,Water supply and misc. services for the dwelling,85
2010,2010-07-01,"Electricity, gas and other fuels",77.1
2010,2010-07-01,"Furniture, furnishings and carpets",92.7
2010,2010-07-01,Household textiles,93
2010,2010-07-01,"Household appliances, fitting and repairs",98.3
2010,2010-07-01,"Glassware, tableware and household utensils",91.1
2010,2010-07-01,Tools and equipment for house and garden,80.3
2010,2010-07-01,Goods and services for routine maintenance,90.5
2010,2010-07-01,Medical products appliances and equipment,93.3
2010,2010-07-01,Out-patient services:,91.4
2010,2010-07-01,Hospital services,80.4
2010,2010-07-01,Purchase of vehicles,101.2
2010,2010-07-01,Operation of personal transport equipment,95.6
2010,2010-07-01,Transport services,78.3
2010,2010-07-01,Postal services,66
2010,2010-07-01,Audio-visual equipment and related products,143.4
2010,2010-07-01,Other major durables for recreation and culture,88.6
2010,2010-07-01,Other recreational items and equipment gardens & pets,101.1
2010,2010-07-01,Recreational and cultural services,84.4
2010,2010-07-01,"Books, newspapers and stationery",85.9
2010,2010-07-01,Package holiday,91
2010,2010-07-01,Cpi index 10.4 tertiary education,NA
2010,2010-07-01,Catering services,86.9
2010,2010-07-01,Accommodation services,88.3
2010,2010-07-01,Personal care,97.1
2010,2010-07-01,Personal effects n.e.c.,88.8
2010,2010-07-01,Social protection,87
2010,2010-07-01,Insurance,83.7
2010,2010-07-01,Financial services n.e.c.,106.9
2010,2010-07-01,Other services nec,90.1
2010,2010-10-01,Cpi index 00: all items,90.5
2010,2010-10-01,Food,93.4
2010,2010-10-01,Non-alcoholic beverages,90.8
2010,2010-10-01,Alcoholic beverages,91
2010,2010-10-01,Tobacco,68.9
2010,2010-10-01,Clothing,97.5
2010,2010-10-01,Footwear including repairs,105.9
2010,2010-10-01,Actual rents for housing,88.1
2010,2010-10-01,Regular maintenance and repair of the dwelling,95.6
2010,2010-10-01,Water supply and misc. services for the dwelling,85
2010,2010-10-01,"Electricity, gas and other fuels",78.3
2010,2010-10-01,"Furniture, furnishings and carpets",94.7
2010,2010-10-01,Household textiles,96.2
2010,2010-10-01,"Household appliances, fitting and repairs",99.3
2010,2010-10-01,"Glassware, tableware and household utensils",93.6
2010,2010-10-01,Tools and equipment for house and garden,82.1
2010,2010-10-01,Goods and services for routine maintenance,91.1
2010,2010-10-01,Medical products appliances and equipment,93.3
2010,2010-10-01,Out-patient services:,91.6
2010,2010-10-01,Hospital services,82
2010,2010-10-01,Purchase of vehicles,100.4
2010,2010-10-01,Operation of personal transport equipment,97.2
2010,2010-10-01,Transport services,75.4
2010,2010-10-01,Postal services,66
2010,2010-10-01,Audio-visual equipment and related products,141.1
2010,2010-10-01,Other major durables for recreation and culture,89.5
2010,2010-10-01,Other recreational items and equipment gardens & pets,101.8
2010,2010-10-01,Recreational and cultural services,86.1
2010,2010-10-01,"Books, newspapers and stationery",85.6
2010,2010-10-01,Package holiday,91.8
2010,2010-10-01,Cpi index 10.4 tertiary education,NA
2010,2010-10-01,Catering services,87.5
2010,2010-10-01,Accommodation services,88.2
2010,2010-10-01,Personal care,97.8
2010,2010-10-01,Personal effects n.e.c.,89.5
2010,2010-10-01,Social protection,87.7
2010,2010-10-01,Insurance,86.9
2010,2010-10-01,Financial services n.e.c.,105.7
2010,2010-10-01,Other services nec,90.4
2011,2011-01-01,Cpi index 00: all items,91.8
2011,2011-01-01,Food,94.8
2011,2011-01-01,Non-alcoholic beverages,94.4
2011,2011-01-01,Alcoholic beverages,93.4
2011,2011-01-01,Tobacco,71.4
2011,2011-01-01,Clothing,93.9
2011,2011-01-01,Footwear including repairs,100.5
2011,2011-01-01,Actual rents for housing,88.4
2011,2011-01-01,Regular maintenance and repair of the dwelling,97.9
2011,2011-01-01,Water supply and misc. services for the dwelling,85
2011,2011-01-01,"Electricity, gas and other fuels",81.6
2011,2011-01-01,"Furniture, furnishings and carpets",94.9
2011,2011-01-01,Household textiles,96
2011,2011-01-01,"Household appliances, fitting and repairs",99.5
2011,2011-01-01,"Glassware, tableware and household utensils",96.3
2011,2011-01-01,Tools and equipment for house and garden,84.4
2011,2011-01-01,Goods and services for routine maintenance,92.7
2011,2011-01-01,Medical products appliances and equipment,94.3
2011,2011-01-01,Out-patient services:,92.2
2011,2011-01-01,Hospital services,82.1
2011,2011-01-01,Purchase of vehicles,102.7
2011,2011-01-01,Operation of personal transport equipment,103.1
2011,2011-01-01,Transport services,76.6
2011,2011-01-01,Postal services,66
2011,2011-01-01,Audio-visual equipment and related products,136.1
2011,2011-01-01,Other major durables for recreation and culture,91.4
2011,2011-01-01,Other recreational items and equipment gardens & pets,102.3
2011,2011-01-01,Recreational and cultural services,87
2011,2011-01-01,"Books, newspapers and stationery",87.5
2011,2011-01-01,Package holiday,92.1
2011,2011-01-01,Cpi index 10.4 tertiary education,NA
2011,2011-01-01,Catering services,89.3
2011,2011-01-01,Accommodation services,89.1
2011,2011-01-01,Personal care,99.6
2011,2011-01-01,Personal effects n.e.c.,90.2
2011,2011-01-01,Social protection,88.4
2011,2011-01-01,Insurance,88.5
2011,2011-01-01,Financial services n.e.c.,103
2011,2011-01-01,Other services nec,92.7
2011,2011-04-01,Cpi index 00: all items,93.3
2011,2011-04-01,Food,95.5
2011,2011-04-01,Non-alcoholic beverages,95.3
2011,2011-04-01,Alcoholic beverages,97.7
2011,2011-04-01,Tobacco,75.9
2011,2011-04-01,Clothing,96.7
2011,2011-04-01,Footwear including repairs,102
2011,2011-04-01,Actual rents for housing,89.5
2011,2011-04-01,Regular maintenance and repair of the dwelling,98
2011,2011-04-01,Water supply and misc. services for the dwelling,88.9
2011,2011-04-01,"Electricity, gas and other fuels",82.3
2011,2011-04-01,"Furniture, furnishings and carpets",95.9
2011,2011-04-01,Household textiles,98.9
2011,2011-04-01,"Household appliances, fitting and repairs",100.2
2011,2011-04-01,"Glassware, tableware and household utensils",96.6
2011,2011-04-01,Tools and equipment for house and garden,89
2011,2011-04-01,Goods and services for routine maintenance,91.3
2011,2011-04-01,Medical products appliances and equipment,94
2011,2011-04-01,Out-patient services:,93.5
2011,2011-04-01,Hospital services,84.1
2011,2011-04-01,Purchase of vehicles,103.6
2011,2011-04-01,Operation of personal transport equipment,105.7
2011,2011-04-01,Transport services,83.5
2011,2011-04-01,Postal services,72.9
2011,2011-04-01,Audio-visual equipment and related products,133.2
2011,2011-04-01,Other major durables for recreation and culture,91.9
2011,2011-04-01,Other recreational items and equipment gardens & pets,100.6
2011,2011-04-01,Recreational and cultural services,88.5
2011,2011-04-01,"Books, newspapers and stationery",88.5
2011,2011-04-01,Package holiday,92.1
2011,2011-04-01,Cpi index 10.4 tertiary education,NA
2011,2011-04-01,Catering services,90.5
2011,2011-04-01,Accommodation services,90
2011,2011-04-01,Personal care,99.5
2011,2011-04-01,Personal effects n.e.c.,91.8
2011,2011-04-01,Social protection,89.1
2011,2011-04-01,Insurance,92.7
2011,2011-04-01,Financial services n.e.c.,103.7
2011,2011-04-01,Other services nec,92.9
2011,2011-07-01,Cpi index 00: all items,93.8
2011,2011-07-01,Food,96.9
2011,2011-07-01,Non-alcoholic beverages,97
2011,2011-07-01,Alcoholic beverages,97.5
2011,2011-07-01,Tobacco,76.4
2011,2011-07-01,Clothing,96
2011,2011-07-01,Footwear including repairs,100.9
2011,2011-07-01,Actual rents for housing,90.3
2011,2011-07-01,Regular maintenance and repair of the dwelling,99.2
2011,2011-07-01,Water supply and misc. services for the dwelling,88.9
2011,2011-07-01,"Electricity, gas and other fuels",85.5
2011,2011-07-01,"Furniture, furnishings and carpets",95.7
2011,2011-07-01,Household textiles,100.7
2011,2011-07-01,"Household appliances, fitting and repairs",101.1
2011,2011-07-01,"Glassware, tableware and household utensils",94.7
2011,2011-07-01,Tools and equipment for house and garden,92.9
2011,2011-07-01,Goods and services for routine maintenance,94
2011,2011-07-01,Medical products appliances and equipment,95.5
2011,2011-07-01,Out-patient services:,93.8
2011,2011-07-01,Hospital services,84.6
2011,2011-07-01,Purchase of vehicles,101.3
2011,2011-07-01,Operation of personal transport equipment,105.9
2011,2011-07-01,Transport services,87
2011,2011-07-01,Postal services,72.9
2011,2011-07-01,Audio-visual equipment and related products,127.5
2011,2011-07-01,Other major durables for recreation and culture,92.3
2011,2011-07-01,Other recreational items and equipment gardens & pets,98.9
2011,2011-07-01,Recreational and cultural services,88.8
2011,2011-07-01,"Books, newspapers and stationery",88.8
2011,2011-07-01,Package holiday,92.9
2011,2011-07-01,Cpi index 10.4 tertiary education,NA
2011,2011-07-01,Catering services,91.2
2011,2011-07-01,Accommodation services,90.8
2011,2011-07-01,Personal care,99.9
2011,2011-07-01,Personal effects n.e.c.,93.7
2011,2011-07-01,Social protection,89.6
2011,2011-07-01,Insurance,93.8
2011,2011-07-01,Financial services n.e.c.,104.5
2011,2011-07-01,Other services nec,93.6
2011,2011-10-01,Cpi index 00: all items,94.7
2011,2011-10-01,Food,97.1
2011,2011-10-01,Non-alcoholic beverages,96.6
2011,2011-10-01,Alcoholic beverages,95.6
2011,2011-10-01,Tobacco,77.6
2011,2011-10-01,Clothing,101
2011,2011-10-01,Footwear including repairs,102.7
2011,2011-10-01,Actual rents for housing,90.6
2011,2011-10-01,Regular maintenance and repair of the dwelling,100.1
2011,2011-10-01,Water supply and misc. services for the dwelling,88.9
2011,2011-10-01,"Electricity, gas and other fuels",93.2
2011,2011-10-01,"Furniture, furnishings and carpets",98.4
2011,2011-10-01,Household textiles,101.8
2011,2011-10-01,"Household appliances, fitting and repairs",101.9
2011,2011-10-01,"Glassware, tableware and household utensils",97.5
2011,2011-10-01,Tools and equipment for house and garden,94.3
2011,2011-10-01,Goods and services for routine maintenance,94.8
2011,2011-10-01,Medical products appliances and equipment,95.1
2011,2011-10-01,Out-patient services:,94
2011,2011-10-01,Hospital services,85.9
2011,2011-10-01,Purchase of vehicles,101
2011,2011-10-01,Operation of personal transport equipment,105.5
2011,2011-10-01,Transport services,82.7
2011,2011-10-01,Postal services,72.9
2011,2011-10-01,Audio-visual equipment and related products,126.1
2011,2011-10-01,Other major durables for recreation and culture,93.6
2011,2011-10-01,Other recreational items and equipment gardens & pets,100.6
2011,2011-10-01,Recreational and cultural services,89.8
2011,2011-10-01,"Books, newspapers and stationery",88.2
2011,2011-10-01,Package holiday,93.2
2011,2011-10-01,Cpi index 10.4 tertiary education,NA
2011,2011-10-01,Catering services,91.8
2011,2011-10-01,Accommodation services,90
2011,2011-10-01,Personal care,100.2
2011,2011-10-01,Personal effects n.e.c.,95.2
2011,2011-10-01,Social protection,90.2
2011,2011-10-01,Insurance,96.3
2011,2011-10-01,Financial services n.e.c.,104.4
2011,2011-10-01,Other services nec,94
2012,2012-01-01,Cpi index 00: all items,95.1
2012,2012-01-01,Food,98.3
2012,2012-01-01,Non-alcoholic beverages,99.1
2012,2012-01-01,Alcoholic beverages,98.9
2012,2012-01-01,Tobacco,77.7
2012,2012-01-01,Clothing,97
2012,2012-01-01,Footwear including repairs,99.9
2012,2012-01-01,Actual rents for housing,91
2012,2012-01-01,Regular maintenance and repair of the dwelling,101.2
2012,2012-01-01,Water supply and misc. services for the dwelling,88.9
2012,2012-01-01,"Electricity, gas and other fuels",92.8
2012,2012-01-01,"Furniture, furnishings and carpets",97.4
2012,2012-01-01,Household textiles,100.4
2012,2012-01-01,"Household appliances, fitting and repairs",101.4
2012,2012-01-01,"Glassware, tableware and household utensils",99
2012,2012-01-01,Tools and equipment for house and garden,97.7
2012,2012-01-01,Goods and services for routine maintenance,95.5
2012,2012-01-01,Medical products appliances and equipment,96.1
2012,2012-01-01,Out-patient services:,94.1
2012,2012-01-01,Hospital services,86.5
2012,2012-01-01,Purchase of vehicles,101.9
2012,2012-01-01,Operation of personal transport equipment,106.4
2012,2012-01-01,Transport services,83.3
2012,2012-01-01,Postal services,72.9
2012,2012-01-01,Audio-visual equipment and related products,123.7
2012,2012-01-01,Other major durables for recreation and culture,94.7
2012,2012-01-01,Other recreational items and equipment gardens & pets,101.3
2012,2012-01-01,Recreational and cultural services,89.7
2012,2012-01-01,"Books, newspapers and stationery",88.4
2012,2012-01-01,Package holiday,93.4
2012,2012-01-01,Cpi index 10.4 tertiary education,NA
2012,2012-01-01,Catering services,92.4
2012,2012-01-01,Accommodation services,89.4
2012,2012-01-01,Personal care,100.7
2012,2012-01-01,Personal effects n.e.c.,96.1
2012,2012-01-01,Social protection,90.7
2012,2012-01-01,Insurance,96
2012,2012-01-01,Financial services n.e.c.,105
2012,2012-01-01,Other services nec,94.3
2012,2012-04-01,Cpi index 00: all items,95.8
2012,2012-04-01,Food,98.5
2012,2012-04-01,Non-alcoholic beverages,99.1
2012,2012-04-01,Alcoholic beverages,99.3
2012,2012-04-01,Tobacco,81.8
2012,2012-04-01,Clothing,97.9
2012,2012-04-01,Footwear including repairs,101.8
2012,2012-04-01,Actual rents for housing,92.5
2012,2012-04-01,Regular maintenance and repair of the dwelling,101.5
2012,2012-04-01,Water supply and misc. services for the dwelling,94.1
2012,2012-04-01,"Electricity, gas and other fuels",91.5
2012,2012-04-01,"Furniture, furnishings and carpets",99.4
2012,2012-04-01,Household textiles,101.3
2012,2012-04-01,"Household appliances, fitting and repairs",101.1
2012,2012-04-01,"Glassware, tableware and household utensils",97.4
2012,2012-04-01,Tools and equipment for house and garden,97.5
2012,2012-04-01,Goods and services for routine maintenance,95.6
2012,2012-04-01,Medical products appliances and equipment,96.2
2012,2012-04-01,Out-patient services:,95
2012,2012-04-01,Hospital services,88.7
2012,2012-04-01,Purchase of vehicles,101.7
2012,2012-04-01,Operation of personal transport equipment,107.2
2012,2012-04-01,Transport services,87.1
2012,2012-04-01,Postal services,84.2
2012,2012-04-01,Audio-visual equipment and related products,121.7
2012,2012-04-01,Other major durables for recreation and culture,95.2
2012,2012-04-01,Other recreational items and equipment gardens & pets,100.6
2012,2012-04-01,Recreational and cultural services,90.8
2012,2012-04-01,"Books, newspapers and stationery",88.2
2012,2012-04-01,Package holiday,94.6
2012,2012-04-01,Cpi index 10.4 tertiary education,NA
2012,2012-04-01,Catering services,93.5
2012,2012-04-01,Accommodation services,92.7
2012,2012-04-01,Personal care,100.6
2012,2012-04-01,Personal effects n.e.c.,96.9
2012,2012-04-01,Social protection,91.4
2012,2012-04-01,Insurance,96.5
2012,2012-04-01,Financial services n.e.c.,105.1
2012,2012-04-01,Other services nec,94.4
2012,2012-07-01,Cpi index 00: all items,96.1
2012,2012-07-01,Food,98.7
2012,2012-07-01,Non-alcoholic beverages,100.5
2012,2012-07-01,Alcoholic beverages,99.4
2012,2012-07-01,Tobacco,82.9
2012,2012-07-01,Clothing,95.6
2012,2012-07-01,Footwear including repairs,101.1
2012,2012-07-01,Actual rents for housing,93.4
2012,2012-07-01,Regular maintenance and repair of the dwelling,101.3
2012,2012-07-01,Water supply and misc. services for the dwelling,94.1
2012,2012-07-01,"Electricity, gas and other fuels",91.5
2012,2012-07-01,"Furniture, furnishings and carpets",99.1
2012,2012-07-01,Household textiles,101.3
2012,2012-07-01,"Household appliances, fitting and repairs",101.6
2012,2012-07-01,"Glassware, tableware and household utensils",96.7
2012,2012-07-01,Tools and equipment for house and garden,96.9
2012,2012-07-01,Goods and services for routine maintenance,95.5
2012,2012-07-01,Medical products appliances and equipment,96.5
2012,2012-07-01,Out-patient services:,95.4
2012,2012-07-01,Hospital services,88.9
2012,2012-07-01,Purchase of vehicles,100.7
2012,2012-07-01,Operation of personal transport equipment,106.5
2012,2012-07-01,Transport services,93.9
2012,2012-07-01,Postal services,89.9
2012,2012-07-01,Audio-visual equipment and related products,118.9
2012,2012-07-01,Other major durables for recreation and culture,95.5
2012,2012-07-01,Other recreational items and equipment gardens & pets,99.7
2012,2012-07-01,Recreational and cultural services,91.5
2012,2012-07-01,"Books, newspapers and stationery",89.9
2012,2012-07-01,Package holiday,96.5
2012,2012-07-01,Cpi index 10.4 tertiary education,NA
2012,2012-07-01,Catering services,94
2012,2012-07-01,Accommodation services,93.3
2012,2012-07-01,Personal care,100.3
2012,2012-07-01,Personal effects n.e.c.,98.1
2012,2012-07-01,Social protection,91.8
2012,2012-07-01,Insurance,95.6
2012,2012-07-01,Financial services n.e.c.,105.4
2012,2012-07-01,Other services nec,96.4
2012,2012-10-01,Cpi index 00: all items,97.3
2012,2012-10-01,Food,100.7
2012,2012-10-01,Non-alcoholic beverages,99.8
2012,2012-10-01,Alcoholic beverages,97.6
2012,2012-10-01,Tobacco,84.6
2012,2012-10-01,Clothing,101.1
2012,2012-10-01,Footwear including repairs,102.6
2012,2012-10-01,Actual rents for housing,93.9
2012,2012-10-01,Regular maintenance and repair of the dwelling,101.2
2012,2012-10-01,Water supply and misc. services for the dwelling,94.1
2012,2012-10-01,"Electricity, gas and other fuels",94.2
2012,2012-10-01,"Furniture, furnishings and carpets",100.6
2012,2012-10-01,Household textiles,101.4
2012,2012-10-01,"Household appliances, fitting and repairs",100.5
2012,2012-10-01,"Glassware, tableware and household utensils",98.1
2012,2012-10-01,Tools and equipment for house and garden,95
2012,2012-10-01,Goods and services for routine maintenance,95.8
2012,2012-10-01,Medical products appliances and equipment,95.5
2012,2012-10-01,Out-patient services:,95.7
2012,2012-10-01,Hospital services,90.6
2012,2012-10-01,Purchase of vehicles,101.6
2012,2012-10-01,Operation of personal transport equipment,106.8
2012,2012-10-01,Transport services,87.7
2012,2012-10-01,Postal services,89.9
2012,2012-10-01,Audio-visual equipment and related products,117.9
2012,2012-10-01,Other major durables for recreation and culture,95.9
2012,2012-10-01,Other recreational items and equipment gardens & pets,100.4
2012,2012-10-01,Recreational and cultural services,92.6
2012,2012-10-01,"Books, newspapers and stationery",90.6
2012,2012-10-01,Package holiday,97.8
2012,2012-10-01,Cpi index 10.4 tertiary education,NA
2012,2012-10-01,Catering services,94.5
2012,2012-10-01,Accommodation services,93.9
2012,2012-10-01,Personal care,101.5
2012,2012-10-01,Personal effects n.e.c.,99.8
2012,2012-10-01,Social protection,92.5
2012,2012-10-01,Insurance,95.1
2012,2012-10-01,Financial services n.e.c.,106.4
2012,2012-10-01,Other services nec,96.3
2013,2013-01-01,Cpi index 00: all items,97.7
2013,2013-01-01,Food,102.4
2013,2013-01-01,Non-alcoholic beverages,101.1
2013,2013-01-01,Alcoholic beverages,102.4
2013,2013-01-01,Tobacco,85
2013,2013-01-01,Clothing,96.7
